code|name|category|groups|chromosome|protein|gene|information|active
B45.7|Disseminated cryptococcosis|37|INFECTIOUS|||||True
B45.8|Other forms of cryptococcosis|37|INFECTIOUS|||||True
B45.9|Cryptococcosis, unspecified|37|INFECTIOUS|||||True
B46|Zygomycosis|37|INFECTIOUS|||||True
B46.0|Pulmonary mucormycosis|37|INFECTIOUS|||||True
B46.1|Rhinocerebral mucormycosis|37|INFECTIOUS|||||True
B46.2|Gastrointestinal mucormycosis|37|INFECTIOUS|||||True
B46.3|Cutaneous mucormycosis|37|INFECTIOUS|||||True
B46.4|Disseminated mucormycosis|37|INFECTIOUS|||||True
B46.5|Mucormycosis, unspecified|37|INFECTIOUS|||||True
B46.8|Other zygomycoses|37|INFECTIOUS|||||True
B46.9|Zygomycosis, unspecified|37|INFECTIOUS|||||True
B47|Mycetoma|37|INFECTIOUS|||||True
B47.0|Eumycetoma|37|INFECTIOUS|||||True
B47.1|Actinomycetoma|37|INFECTIOUS|||||True
B47.9|Mycetoma, unspecified|37|INFECTIOUS|||||True
B48|Other mycoses, not elsewhere classified|37|INFECTIOUS|||||True
B48.0|Lobomycosis|37|INFECTIOUS|||||True
B48.1|Rhinosporidiosis|37|INFECTIOUS|||||True
B48.2|Allescheriasis|37|INFECTIOUS|||||True
B48.3|Geotrichosis|37|INFECTIOUS|||||True
B48.4|Penicillosis|37|INFECTIOUS|||||True
B48.7|Opportunistic mycoses|37|INFECTIOUS|||||True
B48.8|Other specified mycoses|37|INFECTIOUS|||||True
B49|Unspecified mycosis|37|INFECTIOUS|||||True
B50|Plasmodium falciparum malaria|38|INFECTIOUS,NOTIFIABLE|||||True
B50.0|Plasmodium falciparum malaria with cerebral complications|38|INFECTIOUS,NOTIFIABLE|||||True
B50.8|Other severe and complicated Plasmodium falciparum malaria|38|INFECTIOUS,NOTIFIABLE|||||True
B50.9|Plasmodium falciparum malaria, unspecified|38|INFECTIOUS,NOTIFIABLE|||||True
B51|Plasmodium vivax malaria|38|INFECTIOUS,NOTIFIABLE|||||True
B51.0|Plasmodium vivax malaria with rupture of spleen|38|INFECTIOUS,NOTIFIABLE|||||True
B51.8|Plasmodium vivax malaria with other complications|38|INFECTIOUS,NOTIFIABLE|||||True
B51.9|Plasmodium vivax malaria without complication|38|INFECTIOUS,NOTIFIABLE|||||True
B52|Plasmodium malariae malaria|38|INFECTIOUS,NOTIFIABLE|||||True
B52.0|Plasmodium malariae malaria with nephropathy|38|INFECTIOUS,NOTIFIABLE|||||True
B52.8|Plasmodium malariae malaria with other complications|38|INFECTIOUS,NOTIFIABLE|||||True
B52.9|Plasmodium malariae malaria without complication|38|INFECTIOUS,NOTIFIABLE|||||True
B53|Other parasitologically confirmed malaria|38|INFECTIOUS,NOTIFIABLE|||||True
B53.0|Plasmodium ovale malaria|38|INFECTIOUS,NOTIFIABLE|||||True
B53.1|Malaria due to simian plasmodia|38|INFECTIOUS,NOTIFIABLE|||||True
B53.8|Other parasitologically confirmed malaria, not elsewhere classified|38|INFECTIOUS,NOTIFIABLE|||||True
B54|Unspecified malaria|38|INFECTIOUS,NOTIFIABLE|||||True
B55|Leishmaniasis|38|INFECTIOUS|||||True
B55.0|Visceral leishmaniasis|38|INFECTIOUS|||||True
B55.1|Cutaneous leishmaniasis|38|INFECTIOUS|||||True
B55.2|Mucocutaneous leishmaniasis|38|INFECTIOUS|||||True
B55.9|Leishmaniasis, unspecified|38|INFECTIOUS|||||True
B56|African trypanosomiasis|38|INFECTIOUS|||||True
B56.0|Gambiense trypanosomiasis|38|INFECTIOUS|||||True
B56.1|Rhodesiense trypanosomiasis|38|INFECTIOUS|||||True
B56.9|African trypanosomiasis, unspecified|38|INFECTIOUS|||||True
B57|Chagas disease|38|INFECTIOUS|||||True
B57.0|Acute Chagas disease with heart involvement|38|INFECTIOUS|||||True
B57.1|Acute Chagas disease without heart involvement|38|INFECTIOUS|||||True
B57.2|Chagas disease (chronic) with heart involvement|38|INFECTIOUS|||||True
B57.3|Chagas disease (chronic) with digestive system involvement|38|INFECTIOUS|||||True
B57.4|Chagas disease (chronic) with nervous system involvement|38|INFECTIOUS|||||True
B57.5|Chagas disease (chronic) with other organ involvement|38|INFECTIOUS|||||True
B58|Toxoplasmosis|38|INFECTIOUS|||||True
B58.0|Toxoplasma oculopathy|38|INFECTIOUS|||||True
B58.1|Toxoplasma hepatitis|38|INFECTIOUS|||||True
B58.2|Toxoplasma meningoencephalitis|38|INFECTIOUS|||||True
B58.3|Pulmonary toxoplasmosis|38|INFECTIOUS|||||True
B58.8|Toxoplasmosis with other organ involvement|38|INFECTIOUS|||||True
B58.9|Toxoplasmosis, unspecified|38|INFECTIOUS|||||True
B59|Pneumocystosis|38|INFECTIOUS|||||True
B60|Other protozoal diseases, not elsewhere classified|38|INFECTIOUS|||||True
B60.0|Babesiosis|38|INFECTIOUS|||||True
B60.1|Acanthamoebiasis|38|INFECTIOUS|||||True
B60.2|Naegleriasis|38|INFECTIOUS|||||True
B60.8|Other specified protozoal diseases|38|INFECTIOUS|||||True
B64|Unspecified protozoal disease|38|INFECTIOUS|||||True
B65|Schistosomiasis [bilharziasis]|39|INFECTIOUS|||||True
B65.0|Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]|39|INFECTIOUS|||||True
B65.1|Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]|39|INFECTIOUS|||||True
B65.2|Schistosomiasis due to Schistosoma japonicum|39|INFECTIOUS|||||True
B65.3|Cercarial dermatitis|39|INFECTIOUS|||||True
B65.8|Other schistosomiases|39|INFECTIOUS|||||True
B65.9|Schistosomiasis, unspecified|39|INFECTIOUS|||||True
B66|Other fluke infections|39|INFECTIOUS|||||True
B66.0|Opisthorchiasis|39|INFECTIOUS|||||True
B66.1|Clonorchiasis|39|INFECTIOUS|||||True
B66.2|Dicrocoeliasis|39|INFECTIOUS|||||True
B66.3|Fascioliasis|39|INFECTIOUS|||||True
B66.4|Paragonimiasis|39|INFECTIOUS|||||True
B66.5|Fasciolopsiasis|39|INFECTIOUS|||||True
B66.8|Other specified fluke infections|39|INFECTIOUS|||||True
B66.9|Fluke infection, unspecified|39|INFECTIOUS|||||True
B67|Echinococcosis|39|INFECTIOUS|||||True
B67.0|Echinococcus granulosus infection of liver|39|INFECTIOUS|||||True
B67.1|Echinococcus granulosus infection of lung|39|INFECTIOUS|||||True
B67.2|Echinococcus granulosus infection of bone|39|INFECTIOUS|||||True
B67.3|Echinococcus granulosus infection, other and multiple sites|39|INFECTIOUS|||||True
B67.4|Echinococcus granulosus infection, unspecified|39|INFECTIOUS|||||True
B67.5|Echinococcus multilocularis infection of liver|39|INFECTIOUS|||||True
B67.6|Echinococcus multilocularis infection, other and multiple sites|39|INFECTIOUS|||||True
B67.7|Echinococcus multilocularis infection, unspecified|39|INFECTIOUS|||||True
B67.8|Echinococcosis, unspecified, of liver|39|INFECTIOUS|||||True
B67.9|Echinococcosis, other and unspecified|39|INFECTIOUS|||||True
B68|Taeniasis|39|INFECTIOUS|||||True
B68.0|Taenia solium taeniasis|39|INFECTIOUS|||||True
B68.1|Taenia saginata taeniasis|39|INFECTIOUS|||||True
B68.9|Taeniasis, unspecified|39|INFECTIOUS|||||True
B69|Cysticercosis|39|INFECTIOUS|||||True
B69.0|Cysticercosis of central nervous system|39|INFECTIOUS|||||True
B69.1|Cysticercosis of eye|39|INFECTIOUS|||||True
B69.8|Cysticercosis of other sites|39|INFECTIOUS|||||True
B69.9|Cysticercosis, unspecified|39|INFECTIOUS|||||True
B70|Diphyllobothriasis and sparganosis|39|INFECTIOUS|||||True
B70.0|Diphyllobothriasis|39|INFECTIOUS|||||True
B70.1|Sparganosis|39|INFECTIOUS|||||True
B71|Other cestode infections|39|INFECTIOUS|||||True
B71.0|Hymenolepiasis|39|INFECTIOUS|||||True
B71.1|Dipylidiasis|39|INFECTIOUS|||||True
B71.8|Other specified cestode infections|39|INFECTIOUS|||||True
B71.9|Cestode infection, unspecified|39|INFECTIOUS|||||True
B72|Dracunculiasis|39|INFECTIOUS|||||True
B73|Onchocerciasis|39|INFECTIOUS|||||True
B74|Filariasis|39|INFECTIOUS|||||True
B74.0|Filariasis due to Wuchereria bancrofti|39|INFECTIOUS|||||True
B74.1|Filariasis due to Brugia malayi|39|INFECTIOUS|||||True
B74.2|Filariasis due to Brugia timori|39|INFECTIOUS|||||True
B74.3|Loiasis|39|INFECTIOUS|||||True
B74.4|Mansonelliasis|39|INFECTIOUS|||||True
B74.8|Other filariases|39|INFECTIOUS|||||True
B74.9|Filariasis, unspecified|39|INFECTIOUS|||||True
B75|Trichinellosis|39|INFECTIOUS,NOTIFIABLE|||||True
B76|Hookworm diseases|39|INFECTIOUS|||||True
B76.0|Ancylostomiasis|39|INFECTIOUS|||||True
B76.1|Necatoriasis|39|INFECTIOUS|||||True
B76.8|Other hookworm diseases|39|INFECTIOUS|||||True
B76.9|Hookworm disease, unspecified|39|INFECTIOUS|||||True
B77|Ascariasis|39|INFECTIOUS|||||True
B77.0|Ascariasis with intestinal complications|39|INFECTIOUS|||||True
B77.8|Ascariasis with other complications|39|INFECTIOUS|||||True
B77.9|Ascariasis, unspecified|39|INFECTIOUS|||||True
B78|Strongyloidiasis|39|INFECTIOUS|||||True
B78.0|Intestinal strongyloidiasis|39|INFECTIOUS|||||True
B78.1|Cutaneous strongyloidiasis|39|INFECTIOUS|||||True
B78.7|Disseminated strongyloidiasis|39|INFECTIOUS|||||True
B78.9|Strongyloidiasis, unspecified|39|INFECTIOUS|||||True
B79|Trichuriasis|39|INFECTIOUS|||||True
B80|Enterobiasis|39|INFECTIOUS|||||True
B81|Other intestinal helminthiases, not elsewhere classified|39|INFECTIOUS|||||True
B81.0|Anisakiasis|39|INFECTIOUS|||||True
B81.1|Intestinal capillariasis|39|INFECTIOUS|||||True
B81.2|Trichostrongyliasis|39|INFECTIOUS|||||True
B81.3|Intestinal angiostrongyliasis|39|INFECTIOUS|||||True
B81.4|Mixed intestinal helminthiases|39|INFECTIOUS|||||True
B81.8|Other specified intestinal helminthiases|39|INFECTIOUS|||||True
B82|Unspecified intestinal parasitism|39|INFECTIOUS|||||True
B82.0|Intestinal helminthiasis, unspecified|39|INFECTIOUS|||||True
B82.9|Intestinal parasitism, unspecified|39|INFECTIOUS|||||True
B83|Other helminthiases|39|INFECTIOUS|||||True
B83.0|Visceral larva migrans|39|INFECTIOUS|||||True
B83.1|Gnathostomiasis|39|INFECTIOUS|||||True
B83.2|Angiostrongyliasis due to Parastrongylus cantonensis|39|INFECTIOUS|||||True
B83.3|Syngamiasis|39|INFECTIOUS|||||True
B83.4|Internal hirudiniasis|39|INFECTIOUS|||||True
B83.8|Other specified helminthiases|39|INFECTIOUS|||||True
B83.9|Helminthiasis, unspecified|39|INFECTIOUS|||||True
B85|Pediculosis and phthiriasis|40|INFECTIOUS|||||True
B85.0|Pediculosis due to Pediculus humanus capitis|40|INFECTIOUS|||||True
B85.1|Pediculosis due to Pediculus humanus corporis|40|INFECTIOUS|||||True
B85.2|Pediculosis, unspecified|40|INFECTIOUS|||||True
B85.3|Phthiriasis|40|INFECTIOUS|||||True
B85.4|Mixed pediculosis and phthiriasis|40|INFECTIOUS|||||True
B86|Scabies|40|INFECTIOUS|||||True
B87|Myiasis|40|INFECTIOUS|||||True
B87.0|Cutaneous myiasis|40|INFECTIOUS|||||True
B87.1|Wound myiasis|40|INFECTIOUS|||||True
B87.2|Ocular myiasis|40|INFECTIOUS|||||True
B87.3|Nasopharyngeal myiasis|40|INFECTIOUS|||||True
B87.4|Aural myiasis|40|INFECTIOUS|||||True
B87.8|Myiasis of other sites|40|INFECTIOUS|||||True
B87.9|Myiasis, unspecified|40|INFECTIOUS|||||True
B88|Other infestations|40|INFECTIOUS|||||True
B88.0|Other acariasis|40|INFECTIOUS|||||True
B88.1|Tungiasis [sandflea infestation]|40|INFECTIOUS|||||True
B88.2|Other arthropod infestations|40|INFECTIOUS|||||True
B88.3|External hirudiniasis|40|INFECTIOUS|||||True
B88.8|Other specified infestations|40|INFECTIOUS|||||True
B88.9|Infestation, unspecified|40|INFECTIOUS|||||True
B89|Unspecified parasitic disease|40|INFECTIOUS|||||True
B90|Sequelae of tuberculosis|41|INFECTIOUS|||||True
B90.0|Sequelae of central nervous system tuberculosis|41|INFECTIOUS|||||True
B90.1|Sequelae of genitourinary tuberculosis|41|INFECTIOUS|||||True
B90.2|Sequelae of tuberculosis of bones and joints|41|INFECTIOUS|||||True
B90.8|Sequelae of tuberculosis of other organs|41|INFECTIOUS|||||True
B90.9|Sequelae of respiratory and unspecified tuberculosis|41|INFECTIOUS|||||True
B91|Sequelae of poliomyelitis|41|INFECTIOUS|||||True
B92|Sequelae of leprosy|41|INFECTIOUS|||||True
B94|Sequelae of other and unspecified infectious and parasitic diseases|41|INFECTIOUS|||||True
B94.0|Sequelae of trachoma|41|INFECTIOUS|||||True
B94.1|Sequelae of viral encephalitis|41|INFECTIOUS|||||True
B94.2|Sequelae of viral hepatitis|41|INFECTIOUS|||||True
B94.8|Sequelae of other specified infectious and parasitic diseases|41|INFECTIOUS|||||True
B94.9|Sequelae of unspecified infectious or parasitic disease|41|INFECTIOUS|||||True
B95|Streptococcus and staphylococcus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.0|Streptococcus, group A, as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.1|Streptococcus, group B, as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.2|Streptococcus group D and enterococcus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.3|Streptococcus pneumoniae as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.4|Other streptococcus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.5|Unspecified streptococcus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.6|Staphylococcus aureus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.7|Other staphylococcus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B95.8|Unspecified staphylococcus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96|Other specified bacterial agents as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.0|Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.1|Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.2|Escherichia coli [E. coli] as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.3|Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.4|Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.5|Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.6|Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.7|Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B96.8|Other specified bacterial agents as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97|Viral agents as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.0|Adenovirus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.1|Enterovirus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.2|Coronavirus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.3|Retrovirus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.4|Respiratory syncytial virus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.5|Reovirus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.6|Parvovirus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.7|Papillomavirus as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B97.8|Other viral agents as the cause of diseases classified to other chapters|42|INFECTIOUS|||||True
B99|Other and unspecified infectious diseases|43|INFECTIOUS|||||True
C00|Malignant neoplasm of lip|44|NEOPLASIC|||||True
C00.0|Malignant neoplasm: External upper lip|44|NEOPLASIC|||||True
C00.1|Malignant neoplasm: External lower lip|44|NEOPLASIC|||||True
C00.2|Malignant neoplasm: External lip, unspecified|44|NEOPLASIC|||||True
C00.3|Malignant neoplasm: Upper lip, inner aspect|44|NEOPLASIC|||||True
C00.4|Malignant neoplasm: Lower lip, inner aspect|44|NEOPLASIC|||||True
C00.5|Malignant neoplasm: Lip, unspecified, inner aspect|44|NEOPLASIC|||||True
C00.6|Malignant neoplasm: Commissure of lip|44|NEOPLASIC|||||True
C00.8|Malignant neoplasm: Overlapping lesion of lip|44|NEOPLASIC|||||True
C00.9|Malignant neoplasm: Lip, unspecified|44|NEOPLASIC|||||True
C01|Malignant neoplasm of base of tongue|44|NEOPLASIC|||||True
C02|Malignant neoplasm of other and unspecified parts of tongue|44|NEOPLASIC|||||True
C02.0|Malignant neoplasm: Dorsal surface of tongue|44|NEOPLASIC|||||True
C02.1|Malignant neoplasm: Border of tongue|44|NEOPLASIC|||||True
C02.2|Malignant neoplasm: Ventral surface of tongue|44|NEOPLASIC|||||True
C02.3|Malignant neoplasm: Anterior two-thirds of tongue, part unspecified|44|NEOPLASIC|||||True
C02.4|Malignant neoplasm: Lingual tonsil|44|NEOPLASIC|||||True
C02.8|Malignant neoplasm: Overlapping lesion of tongue|44|NEOPLASIC|||||True
C02.9|Malignant neoplasm: Tongue, unspecified|44|NEOPLASIC|||||True
C03|Malignant neoplasm of gum|44|NEOPLASIC|||||True
C03.0|Malignant neoplasm: Upper gum|44|NEOPLASIC|||||True
C03.1|Malignant neoplasm: Lower gum|44|NEOPLASIC|||||True
C03.9|Malignant neoplasm: Gum, unspecified|44|NEOPLASIC|||||True
C04|Malignant neoplasm of floor of mouth|44|NEOPLASIC|||||True
C04.0|Malignant neoplasm: Anterior floor of mouth|44|NEOPLASIC|||||True
C04.1|Malignant neoplasm: Lateral floor of mouth|44|NEOPLASIC|||||True
C04.8|Malignant neoplasm: Overlapping lesion of floor of mouth|44|NEOPLASIC|||||True
C04.9|Malignant neoplasm: Floor of mouth, unspecified|44|NEOPLASIC|||||True
C05|Malignant neoplasm of palate|44|NEOPLASIC|||||True
C05.0|Malignant neoplasm: Hard palate|44|NEOPLASIC|||||True
C05.1|Malignant neoplasm: Soft palate|44|NEOPLASIC|||||True
C05.2|Malignant neoplasm: Uvula|44|NEOPLASIC|||||True
C05.8|Malignant neoplasm: Overlapping lesion of palate|44|NEOPLASIC|||||True
C05.9|Malignant neoplasm: Palate, unspecified|44|NEOPLASIC|||||True
C06|Malignant neoplasm of other and unspecified parts of mouth|44|NEOPLASIC|||||True
C06.0|Malignant neoplasm: Cheek mucosa|44|NEOPLASIC|||||True
C06.1|Malignant neoplasm: Vestibule of mouth|44|NEOPLASIC|||||True
C06.2|Malignant neoplasm: Retromolar area|44|NEOPLASIC|||||True
C06.8|Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth|44|NEOPLASIC|||||True
C06.9|Malignant neoplasm: Mouth, unspecified|44|NEOPLASIC|||||True
C07|Malignant neoplasm of parotid gland|44|NEOPLASIC|||||True
C08|Malignant neoplasm of other and unspecified major salivary glands|44|NEOPLASIC|||||True
C08.0|Malignant neoplasm: Submandibular gland|44|NEOPLASIC|||||True
C08.1|Malignant neoplasm: Sublingual gland|44|NEOPLASIC|||||True
C08.8|Malignant neoplasm: Overlapping lesion of major salivary glands|44|NEOPLASIC|||||True
C08.9|Malignant neoplasm: Major salivary gland, unspecified|44|NEOPLASIC|||||True
C09|Malignant neoplasm of tonsil|44|NEOPLASIC|||||True
C09.0|Malignant neoplasm: Tonsillar fossa|44|NEOPLASIC|||||True
C09.1|Malignant neoplasm: Tonsillar pillar (anterior)(posterior)|44|NEOPLASIC|||||True
C09.8|Malignant neoplasm: Overlapping lesion of tonsil|44|NEOPLASIC|||||True
C09.9|Malignant neoplasm: Tonsil, unspecified|44|NEOPLASIC|||||True
C10|Malignant neoplasm of oropharynx|44|NEOPLASIC|||||True
C10.0|Malignant neoplasm: Vallecula|44|NEOPLASIC|||||True
C10.1|Malignant neoplasm: Anterior surface of epiglottis|44|NEOPLASIC|||||True
C10.2|Malignant neoplasm: Lateral wall of oropharynx|44|NEOPLASIC|||||True
C10.3|Malignant neoplasm: Posterior wall of oropharynx|44|NEOPLASIC|||||True
C10.4|Malignant neoplasm: Branchial cleft|44|NEOPLASIC|||||True
C10.8|Malignant neoplasm: Overlapping lesion of oropharynx|44|NEOPLASIC|||||True
C10.9|Malignant neoplasm: Oropharynx, unspecified|44|NEOPLASIC|||||True
C11|Malignant neoplasm of nasopharynx|44|NEOPLASIC|||||True
C11.0|Malignant neoplasm: Superior wall of nasopharynx|44|NEOPLASIC|||||True
C11.1|Malignant neoplasm: Posterior wall of nasopharynx|44|NEOPLASIC|||||True
C11.2|Malignant neoplasm: Lateral wall of nasopharynx|44|NEOPLASIC|||||True
C11.3|Malignant neoplasm: Anterior wall of nasopharynx|44|NEOPLASIC|||||True
C11.8|Malignant neoplasm: Overlapping lesion of nasopharynx|44|NEOPLASIC|||||True
C11.9|Malignant neoplasm: Nasopharynx, unspecified|44|NEOPLASIC|||||True
C12|Malignant neoplasm of piriform sinus|44|NEOPLASIC|||||True
C13|Malignant neoplasm of hypopharynx|44|NEOPLASIC|||||True
C13.0|Malignant neoplasm: Postcricoid region|44|NEOPLASIC|||||True
C13.1|Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect|44|NEOPLASIC|||||True
C13.2|Malignant neoplasm: Posterior wall of hypopharynx|44|NEOPLASIC|||||True
C13.8|Malignant neoplasm: Overlapping lesion of hypopharynx|44|NEOPLASIC|||||True
C13.9|Malignant neoplasm: Hypopharynx, unspecified|44|NEOPLASIC|||||True
C14|Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx|44|NEOPLASIC|||||True
C14.0|Malignant neoplasm: Pharynx, unspecified|44|NEOPLASIC|||||True
C14.2|Malignant neoplasm: Waldeyer ring|44|NEOPLASIC|||||True
C14.8|Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx|44|NEOPLASIC|||||True
C15|Malignant neoplasm of oesophagus|45|NEOPLASIC|||||True
C15.0|Malignant neoplasm: Cervical part of oesophagus|45|NEOPLASIC|||||True
C15.1|Malignant neoplasm: Thoracic part of oesophagus|45|NEOPLASIC|||||True
C15.2|Malignant neoplasm: Abdominal part of oesophagus|45|NEOPLASIC|||||True
C15.3|Malignant neoplasm: Upper third of oesophagus|45|NEOPLASIC|||||True
C15.4|Malignant neoplasm: Middle third of oesophagus|45|NEOPLASIC|||||True
C15.5|Malignant neoplasm: Lower third of oesophagus|45|NEOPLASIC|||||True
C15.8|Malignant neoplasm: Overlapping lesion of oesophagus|45|NEOPLASIC|||||True
C15.9|Malignant neoplasm: Oesophagus, unspecified|45|NEOPLASIC|||||True
C16|Malignant neoplasm of stomach|45|NEOPLASIC|||||True
C16.0|Malignant neoplasm: Cardia|45|NEOPLASIC|||||True
C16.1|Malignant neoplasm: Fundus of stomach|45|NEOPLASIC|||||True
C16.2|Malignant neoplasm: Body of stomach|45|NEOPLASIC|||||True
C16.3|Malignant neoplasm: Pyloric antrum|45|NEOPLASIC|||||True
C16.4|Malignant neoplasm: Pylorus|45|NEOPLASIC|||||True
C16.5|Malignant neoplasm: Lesser curvature of stomach, unspecified|45|NEOPLASIC|||||True
C16.6|Malignant neoplasm: Greater curvature of stomach, unspecified|45|NEOPLASIC|||||True
C16.8|Malignant neoplasm: Overlapping lesion of stomach|45|NEOPLASIC|||||True
C16.9|Malignant neoplasm: Stomach, unspecified|45|NEOPLASIC|||||True
C17|Malignant neoplasm of small intestine|45|NEOPLASIC|||||True
C17.0|Malignant neoplasm: Duodenum|45|NEOPLASIC|||||True
C17.1|Malignant neoplasm: Jejunum|45|NEOPLASIC|||||True
C17.2|Malignant neoplasm: Ileum|45|NEOPLASIC|||||True
C17.3|Malignant neoplasm: Meckel diverticulum|45|NEOPLASIC|||||True
C17.8|Malignant neoplasm: Overlapping lesion of small intestine|45|NEOPLASIC|||||True
C17.9|Malignant neoplasm: Small intestine, unspecified|45|NEOPLASIC|||||True
C18|Malignant neoplasm of colon|45|NEOPLASIC|||||True
C18.0|Malignant neoplasm: Caecum|45|NEOPLASIC|||||True
C18.1|Malignant neoplasm: Appendix|45|NEOPLASIC|||||True
C18.2|Malignant neoplasm: Ascending colon|45|NEOPLASIC|||||True
C18.3|Malignant neoplasm: Hepatic flexure|45|NEOPLASIC|||||True
C18.4|Malignant neoplasm: Transverse colon|45|NEOPLASIC|||||True
C18.5|Malignant neoplasm: Splenic flexure|45|NEOPLASIC|||||True
C18.6|Malignant neoplasm: Descending colon|45|NEOPLASIC|||||True
C18.7|Malignant neoplasm: Sigmoid colon|45|NEOPLASIC|||||True
C18.8|Malignant neoplasm: Overlapping lesion of colon|45|NEOPLASIC|||||True
C18.9|Malignant neoplasm: Colon, unspecified|45|NEOPLASIC|||||True
C19|Malignant neoplasm of rectosigmoid junction|45|NEOPLASIC|||||True
C20|Malignant neoplasm of rectum|45|NEOPLASIC|||||True
C21|Malignant neoplasm of anus and anal canal|45|NEOPLASIC|||||True
C21.0|Malignant neoplasm: Anus, unspecified|45|NEOPLASIC|||||True
C21.1|Malignant neoplasm: Anal canal|45|NEOPLASIC|||||True
C21.2|Malignant neoplasm: Cloacogenic zone|45|NEOPLASIC|||||True
C21.8|Malignant neoplasm: Overlapping lesion of rectum, anus and anal canal|45|NEOPLASIC|||||True
C22|Malignant neoplasm of liver and intrahepatic bile ducts|45|NEOPLASIC|||||True
C22.0|Malignant neoplasm: Liver cell carcinoma|45|NEOPLASIC|||||True
C22.1|Malignant neoplasm: Intrahepatic bile duct carcinoma|45|NEOPLASIC|||||True
C22.2|Malignant neoplasm: Hepatoblastoma|45|NEOPLASIC|||||True
C22.3|Malignant neoplasm: Angiosarcoma of liver|45|NEOPLASIC|||||True
C22.4|Malignant neoplasm: Other sarcomas of liver|45|NEOPLASIC|||||True
C22.7|Malignant neoplasm: Other specified carcinomas of liver|45|NEOPLASIC|||||True
C22.9|Malignant neoplasm: Liver, unspecified|45|NEOPLASIC|||||True
C23|Malignant neoplasm of gallbladder|45|NEOPLASIC|||||True
C24|Malignant neoplasm of other and unspecified parts of biliary tract|45|NEOPLASIC|||||True
C24.0|Malignant neoplasm: Extrahepatic bile duct|45|NEOPLASIC|||||True
C24.1|Malignant neoplasm: Ampulla of Vater|45|NEOPLASIC|||||True
C24.8|Malignant neoplasm: Overlapping lesion of biliary tract|45|NEOPLASIC|||||True
C24.9|Malignant neoplasm: Biliary tract, unspecified|45|NEOPLASIC|||||True
C25|Malignant neoplasm of pancreas|45|NEOPLASIC|||||True
C25.0|Malignant neoplasm: Head of pancreas|45|NEOPLASIC|||||True
C25.1|Malignant neoplasm: Body of pancreas|45|NEOPLASIC|||||True
C25.2|Malignant neoplasm: Tail of pancreas|45|NEOPLASIC|||||True
C25.3|Malignant neoplasm: Pancreatic duct|45|NEOPLASIC|||||True
C25.4|Malignant neoplasm: Endocrine pancreas|45|NEOPLASIC|||||True
C25.7|Malignant neoplasm: Other parts of pancreas|45|NEOPLASIC|||||True
C25.8|Malignant neoplasm: Overlapping lesion of pancreas|45|NEOPLASIC|||||True
C25.9|Malignant neoplasm: Pancreas, unspecified|45|NEOPLASIC|||||True
C26|Malignant neoplasm of other and ill-defined digestive organs|45|NEOPLASIC|||||True
C26.0|Malignant neoplasm: Intestinal tract, part unspecified|45|NEOPLASIC|||||True
C26.1|Malignant neoplasm: Spleen|45|NEOPLASIC|||||True
