code|name|category|groups|chromosome|protein|gene|information|active
D10.1|Tumor benigno de la lengua|60|NEOPLASIC|||||True
D10.2|Tumor benigno del piso de la boca|60|NEOPLASIC|||||True
D10.3|Tumor benigno de otras partes y de las no especificadas de la boca|60|NEOPLASIC|||||True
D10.4|Tumor benigno de la amígdala|60|NEOPLASIC|||||True
D10.5|Tumor benigno de otras partes de la orofaringe|60|NEOPLASIC|||||True
D10.6|Tumor benigno de la nasofaringe|60|NEOPLASIC|||||True
D10.7|Tumor benigno de la hipofaringe|60|NEOPLASIC|||||True
D10.9|Tumor benigno de la faringe, parte no especificada|60|NEOPLASIC|||||True
D11|Tumor benigno de las glándulas salivales mayores|60|NEOPLASIC|||||True
D11.0|Tumor benigno de la glándula parótida|60|NEOPLASIC|||||True
D11.7|Tumor benigno de otras glándulas salivales mayores especificadas|60|NEOPLASIC|||||True
D11.9|Tumor benigno de la glándula salival mayor, sin otra especificación|60|NEOPLASIC|||||True
D12|Tumor benigno del colon, del recto, del conducto anal y del ano|60|NEOPLASIC|||||True
D12.0|Tumor benigno del ciego|60|NEOPLASIC|||||True
D12.1|Tumor benigno del apéndice|60|NEOPLASIC|||||True
D12.2|Tumor benigno del colon ascendente|60|NEOPLASIC|||||True
D12.3|Tumor benigno del colon transverso|60|NEOPLASIC|||||True
D12.4|Tumor benigno del colon descendente|60|NEOPLASIC|||||True
D12.5|Tumor benigno del colon sigmoide|60|NEOPLASIC|||||True
D12.6|Tumor benigno del colon, parte no especificada|60|NEOPLASIC|||||True
D12.7|Tumor benigno de la unión rectosigmoidea|60|NEOPLASIC|||||True
D12.8|Tumor benigno del recto|60|NEOPLASIC|||||True
D12.9|Tumor benigno del conducto anal y del ano|60|NEOPLASIC|||||True
D13|Tumor benigno de otras partes y de las mal definidas del sistema digestivo|60|NEOPLASIC|||||True
D13.0|Tumor benigno del esófago|60|NEOPLASIC|||||True
D13.1|Tumor benigno del estómago|60|NEOPLASIC|||||True
D13.2|Tumor benigno del duodeno|60|NEOPLASIC|||||True
D13.3|Tumor benigno de otras partes y de las no especificadas del intestino delgado|60|NEOPLASIC|||||True
D13.4|Tumor benigno del hígado|60|NEOPLASIC|||||True
D13.5|Tumor benigno de las vías biliares extrahepáticas|60|NEOPLASIC|||||True
D13.6|Tumor benigno del páncreas|60|NEOPLASIC|||||True
D13.7|Tumor benigno del páncreas endocrino|60|NEOPLASIC|||||True
D13.9|Tumor benigno de sitios mal definidos del sistema digestivo|60|NEOPLASIC|||||True
D14|Tumor benigno del oído medio y del sistema respiratorio|60|NEOPLASIC|||||True
D14.0|Tumor benigno del oído medio, de la cavidad nasal y de los senos paranasales|60|NEOPLASIC|||||True
D14.1|Tumor benigno de la laringe|60|NEOPLASIC|||||True
D14.2|Tumor benigno de la tráquea|60|NEOPLASIC|||||True
D14.3|Tumor benigno de los bronquios y del pulmón|60|NEOPLASIC|||||True
D14.4|Tumor benigno del sistema respiratorio, sitio no especificado|60|NEOPLASIC|||||True
D15|Tumor benigno de otros órganos intratorácicos y de los no especificados|60|NEOPLASIC|||||True
D15.0|Tumor benigno del timo|60|NEOPLASIC|||||True
D15.1|Tumor benigno del corazón|60|NEOPLASIC|||||True
D15.2|Tumor benigno del mediastino|60|NEOPLASIC|||||True
D15.7|Tumor benigno de otros órganos intratorácicos especificados|60|NEOPLASIC|||||True
D15.9|Tumor benigno de órgano intratorácico no especificado|60|NEOPLASIC|||||True
D16|Tumor benigno del hueso y del cartílago articular|60|NEOPLASIC|||||True
D16.0|Tumor benigno del omóplato y huesos largos del miembro superior|60|NEOPLASIC|||||True
D16.1|Tumor benigno de los huesos cortos del miembro superior|60|NEOPLASIC|||||True
D16.2|Tumor benigno de los huesos largos del miembro inferior|60|NEOPLASIC|||||True
D16.3|Tumor benigno de los huesos cortos del miembro inferior|60|NEOPLASIC|||||True
D16.4|Tumor benigno de los huesos del cráneo y de la cara|60|NEOPLASIC|||||True
D16.5|Tumor benigno del maxilar inferior|60|NEOPLASIC|||||True
D16.6|Tumor benigno de la columna vertebral|60|NEOPLASIC|||||True
D16.7|Tumor benigno de las costillas, esternón y clavícula|60|NEOPLASIC|||||True
D16.8|Tumor benigno de los huesos pélvicos, sacro y cóccix|60|NEOPLASIC|||||True
D16.9|Tumor benigno del hueso y del cartílago articular, sitio no especificado|60|NEOPLASIC|||||True
D17|Tumores benignos lipomatosos|60|NEOPLASIC|||||True
D17.0|Tumor benigno lipomatoso de piel y de tejido subcutáneo de cabeza, cara y cuello|60|NEOPLASIC|||||True
D17.1|Tumor benigno lipomatoso de piel y de tejido subcutáneo del tronco|60|NEOPLASIC|||||True
D17.2|Tumor benigno lipomatoso de piel y de tejido subcutáneo de miembros|60|NEOPLASIC|||||True
D17.3|Tumor benigno lipomatoso de piel y de tejido subcutáneo de otros sitios y de los no especificados|60|NEOPLASIC|||||True
D17.4|Tumor benigno lipomatoso de los órganos intratorácicos|60|NEOPLASIC|||||True
D17.5|Tumor benigno lipomatoso de los órganos intraabdominales|60|NEOPLASIC|||||True
D17.6|Tumor benigno lipomatoso del cordón espermático|60|NEOPLASIC|||||True
D17.7|Tumor benigno lipomatoso de otros sitios especificados|60|NEOPLASIC|||||True
D17.9|Tumor benigno lipomatoso, de sitio no especificado|60|NEOPLASIC|||||True
D18|Hemangioma y linfangioma de cualquier sitio|60|NEOPLASIC|||||True
D18.0|Hemangioma, de cualquier sitio|60|NEOPLASIC|||||True
D18.1|Linfangioma, de cualquier sitio|60|NEOPLASIC|||||True
D19|Tumores benignos del tejido mesotelial|60|NEOPLASIC|||||True
D19.0|Tumor benigno del tejido mesotelial de la pleura|60|NEOPLASIC|||||True
D19.1|Tumor benigno del tejido mesotelial del peritoneo|60|NEOPLASIC|||||True
D19.7|Tumor benigno del tejido mesotelial de otros sitios especificados|60|NEOPLASIC|||||True
D19.9|Tumor benigno del tejido mesotelial, de sitio no especificado|60|NEOPLASIC|||||True
D20|Tumor benigno del tejido blando del peritoneo y del retroperitoneo|60|NEOPLASIC|||||True
D20.0|Tumor benigno del retroperitoneo|60|NEOPLASIC|||||True
D20.1|Tumor benigno del peritoneo|60|NEOPLASIC|||||True
D21|Otros tumores benignos del tejido conjuntivo y de los tejidos blandos|60|NEOPLASIC|||||True
D21.0|Tumor benigno del tejido conjuntivo y de otros tejidos blandos de cabeza, cara y cuello|60|NEOPLASIC|||||True
D21.1|Tumor benigno del tejido conjuntivo y de otros tejidos blandos del miembro superior, incluido el hombro|60|NEOPLASIC|||||True
D21.2|Tumor benigno del tejido conjuntivo y de otros tejidos blandos del miembro inferior, incluida la cadera|60|NEOPLASIC|||||True
D21.3|Tumor benigno del tejido conjuntivo y de otros tejidos blandos del tórax|60|NEOPLASIC|||||True
D21.4|Tumor benigno del tejido conjuntivo y otros tejidos blandos del abdomen|60|NEOPLASIC|||||True
D21.5|Tumor benigno del tejido conjuntivo y otros tejidos blandos de la pelvis|60|NEOPLASIC|||||True
D21.6|Tumor benigno del tejido conjuntivo y otros tejidos blandos del tronco, sin otra especificación|60|NEOPLASIC|||||True
D21.9|Tumor benigno del tejido conjuntivo y otros tejidos blandos, de sitio no especificado|60|NEOPLASIC|||||True
D22|Nevo melanocítico|60|NEOPLASIC|||||True
D22.0|Nevo melanocítico del labio|60|NEOPLASIC|||||True
D22.1|Nevo melanocítico del párpado, incluida la comisura palpebral|60|NEOPLASIC|||||True
D22.2|Nevo melanocítico de la oreja y del conducto auditivo externo|60|NEOPLASIC|||||True
D22.3|Nevo melanocítico de otras partes y de las no especificadas de la cara|60|NEOPLASIC|||||True
D22.4|Nevo melanocítico del cuero cabelludo y del cuello|60|NEOPLASIC|||||True
D22.5|Nevo melanocítico del tronco|60|NEOPLASIC|||||True
D22.6|Nevo melanocítico del miembro superior, incluido el hombro|60|NEOPLASIC|||||True
D22.7|Nevo melanocítico del miembro inferior, incluida la cadera|60|NEOPLASIC|||||True
D22.9|Nevo melanocítico, sitio no especificado|60|NEOPLASIC|||||True
D23|Otros tumores benignos de la piel|60|NEOPLASIC|||||True
D23.0|Tumor benigno de la piel del labio|60|NEOPLASIC|||||True
D23.1|Tumor benigno de la piel del párpado, incluida la comisura palpebral|60|NEOPLASIC|||||True
D23.2|Tumor benigno de la piel de la oreja y del conducto auditivo externo|60|NEOPLASIC|||||True
D23.3|Tumor benigno de la piel de otras partes y de las no especificadas de la cara|60|NEOPLASIC|||||True
D23.4|Tumor benigno de la piel del cuero cabelludo y del cuello|60|NEOPLASIC|||||True
D23.5|Tumor benigno de la piel del tronco|60|NEOPLASIC|||||True
D23.6|Tumor benigno de la piel del miembro superior, incluido el hombro|60|NEOPLASIC|||||True
D23.7|Tumor benigno de la piel del miembro inferior, incluida la cadera|60|NEOPLASIC|||||True
D23.9|Tumor benigno de la piel, sitio no especificado|60|NEOPLASIC|||||True
D24|Tumor benigno de la mama|60|NEOPLASIC|||||True
D25|Leiomioma del útero|60|NEOPLASIC|||||True
D25.0|Leiomioma submucoso del útero|60|NEOPLASIC|||||True
D25.1|Leiomioma intramural del útero|60|NEOPLASIC|||||True
D25.2|Leiomioma subseroso del útero|60|NEOPLASIC|||||True
D25.9|Leiomioma del útero, sin otra especificación|60|NEOPLASIC|||||True
D26|Otros tumores benignos del útero|60|NEOPLASIC|||||True
D26.0|Tumor benigno del cuello del útero|60|NEOPLASIC|||||True
D26.1|Tumor benigno del cuerpo del útero|60|NEOPLASIC|||||True
D26.7|Tumor benigno de otras partes especificadas del útero|60|NEOPLASIC|||||True
D26.9|Tumor benigno del útero, parte no especificada|60|NEOPLASIC|||||True
D27|Tumor benigno del ovario|60|NEOPLASIC|||||True
D28|Tumor benigno de otros órganos genitales femeninos y de los no especificados|60|NEOPLASIC|||||True
D28.0|Tumor benigno de la vulva|60|NEOPLASIC|||||True
D28.1|Tumor benigno de la vagina|60|NEOPLASIC|||||True
D28.2|Tumor benigno de la trompa de Falopio y de los ligamentos uterinos|60|NEOPLASIC|||||True
D28.7|Tumor benigno de otros sitios especificados de los órganos genitales femeninos|60|NEOPLASIC|||||True
D28.9|Tumor benigno de órgano genital femenino, sitio no especificado|60|NEOPLASIC|||||True
D29|Tumor benigno de los órganos genitales masculinos|60|NEOPLASIC|||||True
D29.0|Tumor benigno del pene|60|NEOPLASIC|||||True
D29.1|Tumor benigno de la próstata|60|NEOPLASIC|||||True
D29.2|Tumor benigno de los testículos|60|NEOPLASIC|||||True
D29.3|Tumor benigno del epidídimo|60|NEOPLASIC|||||True
D29.4|Tumor benigno del escroto|60|NEOPLASIC|||||True
D29.7|Tumor benigno de otros órganos genitales masculinos|60|NEOPLASIC|||||True
D29.9|Tumor benigno de órgano genital masculino, sitio no especificado|60|NEOPLASIC|||||True
D30|Tumor benigno de los órganos urinarios|60|NEOPLASIC|||||True
D30.0|Tumor benigno del riñón|60|NEOPLASIC|||||True
D30.1|Tumor benigno de la pelvis renal|60|NEOPLASIC|||||True
D30.2|Tumor benigno del uréter|60|NEOPLASIC|||||True
D30.3|Tumor benigno de la vejiga|60|NEOPLASIC|||||True
D30.4|Tumor benigno de la uretra|60|NEOPLASIC|||||True
D30.7|Tumor benigno de otros órganos urinarios|60|NEOPLASIC|||||True
D30.9|Tumor benigno de órgano urinario no especificado|60|NEOPLASIC|||||True
D31|Tumor benigno del ojo y sus anexos|60|NEOPLASIC|||||True
D31.0|Tumor benigno de la conjuntiva|60|NEOPLASIC|||||True
D31.1|Tumor benigno de la córnea|60|NEOPLASIC|||||True
D31.2|Tumor benigno de la retina|60|NEOPLASIC|||||True
D31.3|Tumor benigno de la coroides|60|NEOPLASIC|||||True
D31.4|Tumor benigno del cuerpo ciliar|60|NEOPLASIC|||||True
D31.5|Tumor benigno de las glándulas y de los conductos lagrimales|60|NEOPLASIC|||||True
D31.6|Tumor benigno de la órbita, parte no especificada|60|NEOPLASIC|||||True
D31.9|Tumor benigno del ojo, parte no especificada|60|NEOPLASIC|||||True
D32|Tumores benignos de las meninges|60|NEOPLASIC|||||True
D32.0|Tumor benigno de las meninges cerebrales|60|NEOPLASIC|||||True
D32.1|Tumor benigno de las meninges raquídeas|60|NEOPLASIC|||||True
D32.9|Tumor benigno de las meninges, parte no especificada|60|NEOPLASIC|||||True
D33|Tumor benigno del encéfalo y de otras partes del sistema nervioso central|60|NEOPLASIC|||||True
D33.0|Tumor benigno del encéfalo, supratentorial|60|NEOPLASIC|||||True
D33.1|Tumor benigno del encéfalo, infratentorial|60|NEOPLASIC|||||True
D33.2|Tumor benigno del encéfalo, parte no especificada|60|NEOPLASIC|||||True
D33.3|Tumor benigno de los nervios craneales|60|NEOPLASIC|||||True
D33.4|Tumor benigno de la médula espinal|60|NEOPLASIC|||||True
D33.7|Tumor benigno de otras partes especificadas del sistema nervioso central|60|NEOPLASIC|||||True
D33.9|Tumor benigno del sistema nervioso central, sitio no especificado|60|NEOPLASIC|||||True
D34|Tumor benigno de la glándula tiroides|60|NEOPLASIC|||||True
D35|Tumor benigno de otras glándulas endocrinas y de las no especificadas|60|NEOPLASIC|||||True
D35.0|Tumor benigno de la glándula suprarrenal|60|NEOPLASIC|||||True
D35.1|Tumor benigno de la glándula paratiroides|60|NEOPLASIC|||||True
D35.2|Tumor benigno de la hipófisis|60|NEOPLASIC|||||True
D35.3|Tumor benigno del conducto craneofaríngeo|60|NEOPLASIC|||||True
D35.4|Tumor benigno de la glándula pineal|60|NEOPLASIC|||||True
D35.5|Tumor benigno del cuerpo carotídeo|60|NEOPLASIC|||||True
D35.6|Tumor benigno del cuerpo aórtico y de otros cuerpos cromafines|60|NEOPLASIC|||||True
D35.7|Tumor benigno de otras glándulas endocrinas especificadas|60|NEOPLASIC|||||True
D35.8|Tumor benigno pluriglandular|60|NEOPLASIC|||||True
D35.9|Tumor benigno de glándula endocrina no especificada|60|NEOPLASIC|||||True
D36|Tumor benigno de otros sitios y de los no especificados|60|NEOPLASIC|||||True
D36.0|Tumor benigno de los ganglios linfáticos|60|NEOPLASIC|||||True
D36.1|Tumor benigno de los nervios periféricos y del sistema nervioso autónomo|60|NEOPLASIC|||||True
D36.7|Tumor benigno de otros sitios especificados|60|NEOPLASIC|||||True
D36.9|Tumor benigno de sitio no especificado|60|NEOPLASIC|||||True
D37|Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos|61|NEOPLASIC|||||True
D37.0|Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe|61|NEOPLASIC|||||True
D37.1|Tumor de comportamiento incierto o desconocido del estómago|61|NEOPLASIC|||||True
D37.2|Tumor de comportamiento incierto o desconocido del intestino delgado|61|NEOPLASIC|||||True
D37.3|Tumor de comportamiento incierto o desconocido del apéndice|61|NEOPLASIC|||||True
D37.4|Tumor de comportamiento incierto o desconocido del colon|61|NEOPLASIC|||||True
D37.5|Tumor de comportamiento incierto o desconocido del recto|61|NEOPLASIC|||||True
D37.6|Tumor de comportamiento incierto o desconocido del hígado, de la vesícula biliar y del conducto biliar|61|NEOPLASIC|||||True
D37.7|Tumor de comportamiento incierto o desconocido de otros órganos digestivos especificados|61|NEOPLASIC|||||True
D37.9|Tumor de comportamiento incierto o desconocido de órganos digestivos, sitio no especificado|61|NEOPLASIC|||||True
D38|Tumor de comportamiento incierto o desconocido del oído medio y de los órganos respiratorios e intratorácicos|61|NEOPLASIC|||||True
D38.0|Tumor de comportamiento incierto o desconocido de laringe|61|NEOPLASIC|||||True
D38.1|Tumor de comportamiento incierto o desconocido de la tráquea, de los bronquios y del pulmón|61|NEOPLASIC|||||True
D38.2|Tumor de comportamiento incierto o desconocido de la pleura|61|NEOPLASIC|||||True
D38.3|Tumor de comportamiento incierto o desconocido del mediastino|61|NEOPLASIC|||||True
D38.4|Tumor de comportamiento incierto o desconocido del timo|61|NEOPLASIC|||||True
D38.5|Tumor de comportamiento incierto o desconocido de otros órganos respiratorios y del oído medio|61|NEOPLASIC|||||True
D38.6|Tumor de comportamiento incierto o desconocido de órganos respiratorios, sitio no especificado|61|NEOPLASIC|||||True
D39|Tumor de comportamiento incierto o desconocido de los órganos genitales femeninos|61|NEOPLASIC|||||True
D39.0|Tumor de comportamiento incierto o desconocido del útero|61|NEOPLASIC|||||True
D39.1|Tumor de comportamiento incierto o desconocido del ovario|61|NEOPLASIC|||||True
D39.2|Tumor de comportamiento incierto o desconocido de la placenta|61|NEOPLASIC|||||True
D39.7|Tumor de comportamiento incierto o desconocido de otros órganos genitales femeninos|61|NEOPLASIC|||||True
D39.9|Tumor de comportamiento incierto o desconocido de órgano genital femenino no especificado|61|NEOPLASIC|||||True
D40|Tumor de comportamiento incierto o desconocido de los órganos genitales masculinos|61|NEOPLASIC|||||True
D40.0|Tumor de comportamiento incierto o desconocido de la próstata|61|NEOPLASIC|||||True
D40.1|Tumor de comportamiento incierto o desconocido del testículo|61|NEOPLASIC|||||True
D40.7|Tumor de comportamiento incierto o desconocido de otros órganos genitales masculinos|61|NEOPLASIC|||||True
D40.9|Tumor de comportamiento incierto o desconocido de órgano genital masculino no especificado|61|NEOPLASIC|||||True
D41|Tumor de comportamiento incierto o desconocido de los órganos urinarios|61|NEOPLASIC|||||True
D41.0|Tumor de comportamiento incierto o desconocido del riñón|61|NEOPLASIC|||||True
D41.1|Tumor de comportamiento incierto o desconocido de la pelvis renal|61|NEOPLASIC|||||True
D41.2|Tumor de comportamiento incierto o desconocido del uréter|61|NEOPLASIC|||||True
D41.3|Tumor de comportamiento incierto o desconocido de la uretra|61|NEOPLASIC|||||True
D41.4|Tumor de comportamiento incierto o desconocido de la vejiga|61|NEOPLASIC|||||True
D41.7|Tumor de comportamiento incierto o desconocido de otros órganos urinarios|61|NEOPLASIC|||||True
D41.9|Tumor de comportamiento incierto o desconocido de órgano urinario no especificado|61|NEOPLASIC|||||True
D42|Tumor de comportamiento incierto o desconocido de las meninges|61|NEOPLASIC|||||True
D42.0|Tumor de comportamiento incierto o desconocido de las meninges cerebrales|61|NEOPLASIC|||||True
D42.1|Tumor de comportamiento incierto o desconocido de las meninges raquídeas|61|NEOPLASIC|||||True
D42.9|Tumor de comportamiento incierto o desconocido de las meninges, parte no especificada|61|NEOPLASIC|||||True
D43|Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central|61|NEOPLASIC|||||True
D43.0|Tumor de comportamiento incierto o desconocido del encéfalo, supratentorial|61|NEOPLASIC|||||True
D43.1|Tumor de comportamiento incierto o desconocido del encéfalo, infratentorial|61|NEOPLASIC|||||True
D43.2|Tumor de comportamiento incierto o desconocido del encéfalo, parte no especificada|61|NEOPLASIC|||||True
D43.3|Tumor de comportamiento incierto o desconocido de los nervios craneales|61|NEOPLASIC|||||True
D43.4|Tumor de comportamiento incierto o desconocido de la médula espinal|61|NEOPLASIC|||||True
D43.7|Tumor de comportamiento incierto o desconocido de otras partes especificadas del sistema nervioso central|61|NEOPLASIC|||||True
D43.9|Tumor de comportamiento incierto o desconocido del sistema nervioso central, sitio no especificado|61|NEOPLASIC|||||True
D44|Tumor de comportamiento incierto o desconocido de las glándulas endocrinas|61|NEOPLASIC|||||True
D44.0|Tumor de comportamiento incierto o desconocido de la glándula tiroides|61|NEOPLASIC|||||True
D44.1|Tumor de comportamiento incierto o desconocido de la glándula suprarrenal|61|NEOPLASIC|||||True
D44.2|Tumor de comportamiento incierto o desconocido de la glándula paratiroides|61|NEOPLASIC|||||True
D44.3|Tumor de comportamiento incierto o desconocido de la glándula hipófisis|61|NEOPLASIC|||||True
D44.4|Tumor de comportamiento incierto o desconocido del conducto craneofaríngeo|61|NEOPLASIC|||||True
D44.5|Tumor de comportamiento incierto o desconocido de la glándula pineal|61|NEOPLASIC|||||True
D44.6|Tumor de comportamiento incierto o desconocido del cuerpo carotídeo|61|NEOPLASIC|||||True
D44.7|Tumor de comportamiento incierto o desconocido del cuerpo aórtico y otros cuerpos cromafines|61|NEOPLASIC|||||True
D44.8|Tumor de comportamiento incierto o desconocido con afectación pluriglandular|61|NEOPLASIC|||||True
D44.9|Tumor de comportamiento incierto o desconocido de glándula endocrina no especificada|61|NEOPLASIC|||||True
D45|Policitemia vera|61|NEOPLASIC|||||True
D46|Síndromes mielodisplásicos|61|NEOPLASIC|||||True
D46.0|Anemia refractaria sin sideroblastos, así descrita|61|NEOPLASIC|||||True
D46.1|Anemia refractaria con sideroblastos|61|NEOPLASIC|||||True
D46.2|Anemia refractaria con exceso de blastos|61|NEOPLASIC|||||True
D46.4|Anemia refractaria, sin otra especificación|61|NEOPLASIC|||||True
D46.7|Otros síndromes mielodisplásicos|61|NEOPLASIC|||||True
D46.9|Síndrome mielodisplásico, sin otra especificación|61|NEOPLASIC|||||True
D47|Otros tumores de comportamiento incierto o desconocido del tejido linf tico, de los órganos hematopoyéticos y de tejidos afines|61|NEOPLASIC|||||True
D47.0|Tumor de comportamiento incierto o desconocido de los mastocitos e histiocitos|61|NEOPLASIC|||||True
D47.1|Enfermedad mieloproliferativa crónica|61|NEOPLASIC|||||True
D47.2|Gammopatía monoclonal|61|NEOPLASIC|||||True
D47.3|Trombocitopenia (hemorrágica) esencial|61|NEOPLASIC|||||True
D47.7|hematopoyéticos y de tejidos afines|61|NEOPLASIC|||||True
D47.9|afines, no especificados|61|NEOPLASIC|||||True
D48|Tumor de comportamiento incierto o desconocido de otros sitios y de los no especificados|61|NEOPLASIC|||||True
D48.0|Tumor de comportamiento incierto o desconocido del hueso y cartílago articular|61|NEOPLASIC|||||True
D48.1|Tumor de comportamiento incierto o desconocido del tejido conjuntivo y otro tejido blando|61|NEOPLASIC|||||True
D48.2|Tumor de comportamiento incierto o desconocido de los nervios periféricos y del sistema nervioso autónomo|61|NEOPLASIC|||||True
D48.3|Tumor de comportamiento incierto o desconocido del retroperitoneo|61|NEOPLASIC|||||True
D48.4|Tumor de comportamiento incierto o desconocido del peritoneo|61|NEOPLASIC|||||True
D48.5|Tumor de comportamiento incierto o desconocido de la piel|61|NEOPLASIC|||||True
D48.6|Tumor de comportamiento incierto o desconocido de la mama|61|NEOPLASIC|||||True
D48.7|Tumor de comportamiento incierto o desconocido de otros sitios especificados|61|NEOPLASIC|||||True
D48.9|Tumor de comportamiento incierto o desconocido, de sitio no especificado|61|NEOPLASIC|||||True
D50|Anemias por deficiencia de hierro|62||||||True
D50.0|Anemia por deficiencia de hierro secundaria a pérdida de sangre (crónica)|62||||||True
D50.1|Disfagia sideropénica|62||||||True
D50.8|Otras anemias por deficiencia de hierro|62||||||True
D50.9|Anemia por deficiencia de hierro sin otra especificación|62||||||True
D51|Anemia por deficiencia de vitamina B12|62||||||True
D51.0|Anemia por deficiencia de vitamina B12 debida a deficiencia del factor intrínseco|62|AUTOIMMUNE|||||True
D51.1|Anemia por deficiencia de vitamina B12 debida a mala absorción selectiva de vitamina B12 con proteinuria|62||||||True
D51.2|Deficiencia de trascobalamina II|62||||||True
D51.3|Otras anemias por deficiencia dietética de vitamina B12|62||||||True
D51.8|Otras anemias por deficiencia de vitamina B12|62||||||True
D51.9|Anemia por deficiencia de vitamina B12, sin otra especificación|62||||||True
D52|Anemia por deficiencia de folatos|62||||||True
D52.0|Anemia por deficiencia dietética de folatos|62||||||True
D52.1|Anemia por deficiencia de folatos inducida por drogas|62||||||True
D52.8|Otras anemias por deficiencia de folatos|62||||||True
D52.9|Anemia por deficiencia de folatos, sin otra especificación|62||||||True
D53|Otras anemias nutricionales|62||||||True
D53.0|Anemia por deficiencia de proteínas|62||||||True
D53.1|Otras anemias megaloblásticas, no clasificadas en otra parte|62||||||True
D53.2|Anemia escorbútica|62||||||True
D53.8|Otras anemias nutricionales especificadas|62||||||True
D53.9|Anemia nutricional, no especificada|62||||||True
D55|Anemia debida a trastornos enzimáticos|63||||||True
D55.0|Anemia debida a deficiencia de glucosa-6-fosfato deshidrogenasa [G6FD]|63||||||True
D55.1|Anemia debida a otros trastornos del metabolismo del glutatión|63||||||True
D55.2|Anemia debida a trastornos de las enzimas glucolíticas|63||||||True
D55.3|Anemia debida a trastornos del metabolismo de los nucleótidos|63||||||True
D55.8|Otras anemias debidas a trastornos enzimáticos|63||||||True
D55.9|Anemia debida a trastornos enzimáticos, sin otra especificación|63||||||True
D56|Talasemia|63||||||True
D56.0|Alfa talasemia|63||||||True
D56.1|Beta talasemia|63||||||True
D56.2|Delta-beta talasemia|63||||||True
D56.3|Rasgo talasémico|63||||||True
D56.4|Persistencia hereditaria de la hemoglobina fetal [PHHF]|63||||||True
D56.8|Otras talasemias|63||||||True
D56.9|Talasemia, no especificada|63||||||True
D57|Trastornos falciformes|63||||||True
D57.0|Anemia falciforme con crisis|63||||||True
D57.1|Anemia falciforme sin crisis|63||||||True
D57.2|Trastornos falciformes heterocigotos dobles|63||||||True
D57.3|Rasgo drepanocítico|63||||||True
D57.8|Otros trastornos falciformes|63||||||True
D58|Otras anemias hemolíticas hereditarias|63||||||True
D58.0|Esferocitosis hereditaria|63||||||True
D58.1|Eliptocitosis hereditaria|63||||||True
D58.2|Otras hemoglobinopatías|63||||||True
D58.8|Otras anemias hemolíticas hereditarias especificadas|63||||||True
D58.9|Anemia hemolítica hereditaria, sin otra especificación|63||||||True
D59|Anemia hemolítica adquirida|63||||||True
D59.0|Anemia hemolítica autoinmune inducida por drogas|63|AUTOIMMUNE|||||True
D59.1|Otras anemias hemolíticas autoinmunes|63|AUTOIMMUNE|||||True
D59.2|Anemia hemolítica no autoinmune inducida por drogas|63||||||True
D59.3|Síndrome hemolítico-urémico|63|NOTIFIABLE|||||True
D59.4|Otras anemias hemolíticas no autoinmunes|63||||||True
D59.5|Hemoglobinuria paroxística nocturna [Marchiafava-Micheli]|63||||||True
D59.6|Hemoglobinuria debida a hemólisis por otras causas externas|63||||||True
D59.8|Otras anemias hemolíticas adquiridas|63||||||True
D59.9|Anemia hemolítica adquirida, sin otra especificación|63||||||True
D60|Aplasia adquirida, exclusiva de la serie roja [eritroblastopenia]|64||||||True
D60.0|Aplasia crónica adquirida, exclusiva de la serie roja|64||||||True
D60.1|Aplasia transitoria adquirida, exclusiva de la serie roja|64||||||True
D60.8|Otras aplasias adquiridas, exclusivas de la serie roja|64||||||True
D60.9|Aplasia adquirida, exclusiva de la serie roja, no especificada|64||||||True
D61|Otras anemias aplásticas|64||||||True
D61.0|Anemia aplástica constitucional|64||||||True
D61.1|Anemia aplástica inducida por drogas|64||||||True
D61.2|Anemia aplástica debida a otros agentes externos|64||||||True
D61.3|Anemia aplástica idiopática|64||||||True
D61.8|Otras anemias aplásticas especificadas|64||||||True
D61.9|Anemia aplástica, sin otra especificación|64||||||True
D62|Anemia posthemorrágica aguda|64||||||True
D63|Anemia en enfermedades crónicas clasificadas en otra parte|64||||||True
D63.0|Anemia en enfermedad neoplásica (C00-D48+)|64||||||True
D64|Otras anemias|64||||||True
D64.0|Anemia sideroblástica hereditaria|64||||||True
D64.1|Anemia sideroblástica secundaria a otra enfermedad|64||||||True
D64.2|Anemia sideroblástica secundaria, debida a drogas y toxinas|64||||||True
D64.3|Otras anemias sideroblásticas|64||||||True
D64.4|Anemia diseritropoyética congénita|64||||||True
D64.8|Otras anemias especificadas|64||||||True
D64.9|Anemia de tipo no especificado|64||||||True
D65|Coagulación intravascular diseminada [síndrome de desfibrinación]|65||||||True
D66|Deficiencia hereditaria del factor VIII|65||||||True
D67|Deficiencia hereditaria del factor IX|65||||||True
D68|Otros defectos de la coagulación|65||||||True
D68.0|Enfermedad de von Willebrand|65||||||True
D68.1|Deficiencia hereditaria del factor XI|65||||||True
D68.2|Deficiencia hereditaria de otros factores de la coagulación|65||||||True
D68.3|Trastorno hemorrágico debido a anticoagulantes circulantes|65||||||True
D68.4|Deficiencia adquirida de factores de la coagulación|65||||||True
D68.8|Otros defectos especificados de la coagulación|65||||||True
